activity_group_name	VerwerkingsMethode	amount
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,52
BUITEN MRA	A02 Overslag / opbulken	1,14
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,62
BUITEN MRA	A02 Overslag / opbulken	0,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,86
BUITEN MRA	A02 Overslag / opbulken	11,46
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	2.891.276
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	3125,7
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	211,42
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	45,35
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	222,05
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	94,12
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,14
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	289,72
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	27,88
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,72
BUITEN MRA	A02 Overslag / opbulken	0,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,04
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	24,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	93,38
BUITEN MRA	A02 Overslag / opbulken	12,52
F BOUWNIJVERHEID 	A02 Overslag / opbulken	21,3
BUITEN MRA	A02 Overslag / opbulken	80,8
BUITEN MRA	A02 Overslag / opbulken	1,88
BUITEN MRA	A02 Overslag / opbulken	1,82
BUITEN MRA	A02 Overslag / opbulken	2,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,4
F BOUWNIJVERHEID 	A02 Overslag / opbulken	20,14
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,28
BUITEN MRA	A02 Overslag / opbulken	32,82
BUITEN MRA	A02 Overslag / opbulken	117,24
BUITEN MRA	A02 Overslag / opbulken	16,06
BUITEN MRA	A02 Overslag / opbulken	3,1
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,8
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,3
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	5,16
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	32,52
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	19,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,9
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,98
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	175,72
F BOUWNIJVERHEID 	A02 Overslag / opbulken	88,72
F BOUWNIJVERHEID 	A02 Overslag / opbulken	73,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	3,8
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,96
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	41,72
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	54,12
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	17,98
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	68,62
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	87,42
BUITEN MRA	A02 Overslag / opbulken	2,4
BUITEN MRA	A02 Overslag / opbulken	5,76
BUITEN MRA	A02 Overslag / opbulken	2,16
BUITEN MRA	A02 Overslag / opbulken	9,02
BUITEN MRA	A02 Overslag / opbulken	24,42
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	34,08
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	50,8
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	149,56
BUITEN MRA	C02 Shredderen / knippen	14,16
BUITEN MRA	A02 Overslag / opbulken	3,08
BUITEN MRA	A02 Overslag / opbulken	2,14
BUITEN MRA	A02 Overslag / opbulken	2
BUITEN MRA	A02 Overslag / opbulken	2,38
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	20,88
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	18,16
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	28,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	17,96
BUITEN MRA	A02 Overslag / opbulken	10,38
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,22
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	10,12
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,1
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	5,26
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,82
BUITEN MRA	A02 Overslag / opbulken	26
BUITEN MRA	A02 Overslag / opbulken	2261,15
BUITEN MRA	A02 Overslag / opbulken	196.276
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	4,64
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	4,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,66
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,2
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,96
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,94
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,54
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,46
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,42
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,08
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	16,32
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,38
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,78
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,16
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,2
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,24
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,24
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,24
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,56
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,8
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,14
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	0,1
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	6,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	10,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	7,82
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,52
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,44
Q MENSELIJKE GEZONDHEIDSZORG EN MAATSCHAPPELIJKE DIENSTVERLENING 	A02 Overslag / opbulken	0,58
BUITEN MRA	A02 Overslag / opbulken	0,18
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,8
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,24
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,08
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,34
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,18
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,44
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,14
C INDUSTRIE	A02 Overslag / opbulken	0,3
C INDUSTRIE	A02 Overslag / opbulken	0,86
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,34
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,56
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,22
BUITEN MRA	A02 Overslag / opbulken	0,38
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,08
BUITEN MRA	A02 Overslag / opbulken	0,72
BUITEN MRA	A02 Overslag / opbulken	21,14
BUITEN MRA	A02 Overslag / opbulken	9,06
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,46
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,18
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,38
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,3
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,24
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,16
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,76
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,2
C INDUSTRIE	A02 Overslag / opbulken	1,06
C INDUSTRIE	A02 Overslag / opbulken	1,18
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,22
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,4
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,88
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,14
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,02
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	0,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,92
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,02
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,1
C INDUSTRIE	A02 Overslag / opbulken	3,08
C INDUSTRIE	A02 Overslag / opbulken	0,4
C INDUSTRIE	A02 Overslag / opbulken	0,66
C INDUSTRIE	A02 Overslag / opbulken	6,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,88
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	12,2
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,18
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,82
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,44
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,64
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,5
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,68
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,68
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,06
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,1
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,8
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,76
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,78
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,78
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,84
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,56
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,42
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,22
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,12
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,68
BUITEN MRA	A02 Overslag / opbulken	0,52
BUITEN MRA	A02 Overslag / opbulken	0,04
BUITEN MRA	A02 Overslag / opbulken	0,22
BUITEN MRA	A02 Overslag / opbulken	0,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,52
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,26
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,12
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,2
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,7
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,42
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,28
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,82
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,38
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,3
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,94
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,68
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,32
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	2,8
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	16,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	25,22
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	32,82
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	12,32
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	15,58
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,16
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	105,82
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	209,92
F BOUWNIJVERHEID 	A02 Overslag / opbulken	63,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	149,3
F BOUWNIJVERHEID 	A02 Overslag / opbulken	480,9
P ONDERWIJS 	A02 Overslag / opbulken	66,68
P ONDERWIJS 	A02 Overslag / opbulken	132,98
P ONDERWIJS 	A02 Overslag / opbulken	26,18
BUITEN MRA	A02 Overslag / opbulken	6,14
BUITEN MRA	A02 Overslag / opbulken	20,24
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,68
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,3
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	13,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	26,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	14,16
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	40,98
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	9,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	13,16
BUITEN MRA	A02 Overslag / opbulken	1,64
BUITEN MRA	A02 Overslag / opbulken	1,16
BUITEN MRA	A02 Overslag / opbulken	1,32
BUITEN MRA	A02 Overslag / opbulken	72,7
BUITEN MRA	A02 Overslag / opbulken	15,9
BUITEN MRA	A02 Overslag / opbulken	31,88
BUITEN MRA	A02 Overslag / opbulken	4,08
BUITEN MRA	A02 Overslag / opbulken	62,3
BUITEN MRA	A02 Overslag / opbulken	38,04
BUITEN MRA	A02 Overslag / opbulken	12,04
BUITEN MRA	A02 Overslag / opbulken	319,98
BUITEN MRA	A02 Overslag / opbulken	115,5
BUITEN MRA	A02 Overslag / opbulken	26,24
BUITEN MRA	A02 Overslag / opbulken	286,24
BUITEN MRA	A02 Overslag / opbulken	12,48
BUITEN MRA	A02 Overslag / opbulken	4,16
BUITEN MRA	A02 Overslag / opbulken	4,66
BUITEN MRA	A02 Overslag / opbulken	0,8
BUITEN MRA	A02 Overslag / opbulken	4,24
BUITEN MRA	A02 Overslag / opbulken	31,54
BUITEN MRA	A02 Overslag / opbulken	3,94
BUITEN MRA	A02 Overslag / opbulken	528,66
BUITEN MRA	A02 Overslag / opbulken	21,86
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	6,7
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,5
BUITEN MRA	A02 Overslag / opbulken	7,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,18
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	7,38
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	11,72
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	328,82
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	907,96
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	83,8
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	429,1
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	179,42
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	29,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	9,02
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,66
F BOUWNIJVERHEID 	A02 Overslag / opbulken	90,5
F BOUWNIJVERHEID 	A02 Overslag / opbulken	55,42
F BOUWNIJVERHEID 	A02 Overslag / opbulken	12
F BOUWNIJVERHEID 	A02 Overslag / opbulken	13,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	13,86
F BOUWNIJVERHEID 	A02 Overslag / opbulken	35,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	85,02
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	25,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,8
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,14
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,7
J INFORMATIE EN COMMUNICATIE 	A02 Overslag / opbulken	55,14
J INFORMATIE EN COMMUNICATIE 	A02 Overslag / opbulken	36,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,8
F BOUWNIJVERHEID 	A02 Overslag / opbulken	29,34
F BOUWNIJVERHEID 	A02 Overslag / opbulken	12,74
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	16,72
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	1,28
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	27,94
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	27,78
F BOUWNIJVERHEID 	A02 Overslag / opbulken	137,58
F BOUWNIJVERHEID 	A02 Overslag / opbulken	122,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	387,56
F BOUWNIJVERHEID 	A02 Overslag / opbulken	483,4
F BOUWNIJVERHEID 	A02 Overslag / opbulken	468,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	421,88
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	141,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1091,42
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1459,36
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1157,98
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1551,2
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1178,52
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	9,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	22,86
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,4
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	5,32
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	10,46
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	6,72
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	651,52
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	100,7
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	387,24
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	505,2
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	138,3
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	12,02
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,02
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,06
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,88
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	8,9
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	24,68
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	96,5
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	28,48
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	33,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	22,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,12
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,76
F BOUWNIJVERHEID 	A02 Overslag / opbulken	22,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	7,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,58
F BOUWNIJVERHEID 	A02 Overslag / opbulken	308,22
F BOUWNIJVERHEID 	A02 Overslag / opbulken	413,68
F BOUWNIJVERHEID 	A02 Overslag / opbulken	6,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	164,18
BUITEN MRA	A02 Overslag / opbulken	196,56
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,24
